,age,portion,item,risk,why,term,bearing,types,profit_exp,conf,res_1,res_2,tf1,tf2,tf3,tf4,stock_type,risk_level
916,18-22,81-100%,20-40k,0-5%,3. As a part of experience :),Regular (6month~1 year),4,"['ETF', 'Individual Stocks', 'Fund']",0-10%,10,"3. Take out 50%, and wait before the rebound","4. Volatility is inevitable, so only sell the least increased assets",Short term,Don't know,Don't know,Don't know,"['Entertainment', 'Cloud Computing', 'Franchise', 'Traveling', 'Semiconductors']",medium
917,23-30,21-40%,10-20k,0-5%,3. As a part of experience :),Long (More than 3 years),8,"['Fund', 'Leverage', 'ETF']",0-10%,5,2. Sell majority of stock and take some time before re-enter,"3. Take out 50%, and wait for further growth",Don't know,True,Don't know,True,"['Luxury goods', 'Real Estate', 'Retail']",low
918,18-22,81-100%,0-10k,5-10%,1. Stock as a part of portfolio,Regular (6month~1 year),5,"['Individual Stocks', 'Fund', 'ETF']",10-20%,4,2. Sell majority of stock and take some time before re-enter,1. Sell everything and gain profit,Don't know,Don't know,True,Don't know,"['BlockChain', 'Cloud Computing', 'Telecommunication']",medium
919,18-22,21-40%,10-20k,5-10%,2. Only source of profit,Regular (6month~1 year),7,"['Leverage', 'Fund', 'ETF', 'Individual Stocks']",0-10%,8,"4. Volatility is inevitable, so only sell the weak assets",2. Sell majority of stock and take some time before re-enter,Don't know,Don't know,Don't know,True,"['Energy & Resources', 'Franchise', 'Retail', 'BlockChain', 'Airline', 'Semiconductors', 'Entertainment', 'Traveling', 'Telecommunication', 'Social Media']",medium
920,>65,21-40%,10-20k,20-30%,3. As a part of experience :),Long (More than 3 years),5,['ETF'],40-80%,10,2. Sell majority of stock and take some time before re-enter,5. Keep the portfolio as is,Long term,Don't know,False,True,"['Semiconductors', 'Entertainment', 'BlockChain', 'Retail', 'Franchise', 'Real Estate']",low
921,46-65,21-40%,40-80k,5-10%,3. As a part of experience :),Regular (6month~1 year),3,"['Leverage', 'Fund']",20-40%,9,2. Sell majority of stock and take some time before re-enter,"4. Volatility is inevitable, so only sell the least increased assets",Short term,False,True,True,"['Energy & Resources', 'Entertainment', 'Social Media', 'Telecommunication', 'Real Estate', 'Retail', 'Luxury goods', 'Cloud Computing', 'Airline']",medium
922,18-22,41-60%,20-40k,over 30%,2. Only source of profit,Quite Long (1~3 year),3,"['Individual Stocks', 'ETF']",>80%,8,1. Sell everything and give up,1. Sell everything and gain profit,Don't know,False,Don't know,Don't know,"['BlockChain', 'Franchise', 'Energy & Resources', 'Cloud Computing', 'Telecommunication', 'Retail']",medium
923,18-22,61-80%,20-40k,over 30%,3. As a part of experience :),Long (More than 3 years),7,"['Individual Stocks', 'ETF']",10-20%,5,2. Sell majority of stock and take some time before re-enter,"3. Take out 50%, and wait for further growth",Don't know,True,False,True,"['Semiconductors', 'BlockChain', 'Energy & Resources', 'Luxury goods', 'Cloud Computing', 'Airline', 'Traveling', 'Real Estate', 'Telecommunication']",low
924,46-65,61-80%,20-40k,over 30%,1. Stock as a part of portfolio,Quite Long (1~3 year),8,"['Leverage', 'Individual Stocks']",>80%,6,1. Sell everything and give up,2. Sell majority of stock and take some time before re-enter,Don't know,False,Don't know,Don't know,"['Telecommunication', 'Entertainment', 'Semiconductors', 'Airline', 'BlockChain', 'Franchise', 'Retail', 'Traveling', 'Energy & Resources']",medium
925,31-45,21-40%,0-10k,20-30%,3. As a part of experience :),Very short (1 month),9,"['Individual Stocks', 'ETF', 'Fund', 'Leverage']",0-10%,4,"3. Take out 50%, and wait before the rebound",5. Keep the portfolio as is,Don't know,False,False,Don't know,"['Traveling', 'Cloud Computing', 'Franchise']",medium
926,31-45,21-40%,10-20k,20-30%,2. Only source of profit,Long (More than 3 years),9,"['Individual Stocks', 'Fund', 'Leverage']",>80%,1,2. Sell majority of stock and take some time before re-enter,5. Keep the portfolio as is,Long term,True,True,True,"['Telecommunication', 'Luxury goods', 'Real Estate', 'Cloud Computing', 'Franchise', 'Traveling', 'BlockChain', 'Airline', 'Entertainment', 'Retail', 'Semiconductors', 'Social Media', 'Energy & Resources']",medium
927,31-45,21-40%,40-80k,20-30%,3. As a part of experience :),Long (More than 3 years),9,['Fund'],20-40%,2,2. Sell majority of stock and take some time before re-enter,1. Sell everything and gain profit,Short term,Don't know,True,False,"['BlockChain', 'Telecommunication']",medium
928,31-45,21-40%,40-80k,5-10%,3. As a part of experience :),Very short (1 month),8,"['ETF', 'Leverage']",40-80%,7,5. Remain calm and keep the portfolio as is,"4. Volatility is inevitable, so only sell the least increased assets",Short term,True,True,Don't know,"['Entertainment', 'Airline', 'Social Media', 'Retail', 'Luxury goods', 'Traveling', 'Energy & Resources']",high
929,18-22,0-20%,0-10k,over 30%,3. As a part of experience :),Quite Long (1~3 year),1,"['Individual Stocks', 'Fund', 'ETF']",>80%,10,"4. Volatility is inevitable, so only sell the weak assets",1. Sell everything and gain profit,Short term,False,Don't know,False,"['Energy & Resources', 'Luxury goods', 'Semiconductors', 'Telecommunication', 'Social Media', 'Airline']",medium
930,46-65,61-80%,10-20k,20-30%,2. Only source of profit,Very short (1 month),9,['Fund'],10-20%,9,1. Sell everything and give up,"4. Volatility is inevitable, so only sell the least increased assets",Long term,False,Don't know,True,"['Entertainment', 'BlockChain', 'Real Estate', 'Energy & Resources', 'Semiconductors', 'Franchise', 'Airline', 'Luxury goods']",medium
931,>65,0-20%,20-40k,5-10%,1. Stock as a part of portfolio,Very short (1 month),10,"['Leverage', 'Individual Stocks', 'Fund']",20-40%,3,"4. Volatility is inevitable, so only sell the weak assets","4. Volatility is inevitable, so only sell the least increased assets",Don't know,Don't know,False,False,"['Franchise', 'Real Estate', 'Airline', 'Telecommunication', 'BlockChain', 'Energy & Resources', 'Luxury goods', 'Semiconductors', 'Entertainment', 'Traveling', 'Retail', 'Social Media', 'Cloud Computing']",medium
932,23-30,21-40%,20-40k,0-5%,1. Stock as a part of portfolio,Quite Long (1~3 year),3,"['Leverage', 'Individual Stocks']",40-80%,4,"4. Volatility is inevitable, so only sell the weak assets",2. Sell majority of stock and take some time before re-enter,Short term,True,True,False,['Real Estate'],medium
933,31-45,61-80%,10-20k,5-10%,1. Stock as a part of portfolio,Short Term (within 3 months),5,['Individual Stocks'],10-20%,1,1. Sell everything and give up,1. Sell everything and gain profit,Short term,True,True,Don't know,['BlockChain'],medium
934,31-45,41-60%,0-10k,over 30%,2. Only source of profit,Regular (6month~1 year),1,"['Fund', 'Leverage']",40-80%,8,"3. Take out 50%, and wait before the rebound",2. Sell majority of stock and take some time before re-enter,Short term,False,True,Don't know,"['Telecommunication', 'Cloud Computing', 'Semiconductors', 'Energy & Resources', 'Traveling', 'Retail', 'Luxury goods', 'Social Media', 'Entertainment']",medium
935,>65,41-60%,>80k,20-30%,3. As a part of experience :),Long (More than 3 years),2,"['Individual Stocks', 'Leverage', 'Fund']",10-20%,6,2. Sell majority of stock and take some time before re-enter,1. Sell everything and gain profit,Long term,True,True,True,"['Real Estate', 'Luxury goods']",medium
936,23-30,81-100%,>80k,10-20%,3. As a part of experience :),Short Term (within 3 months),3,"['Leverage', 'Individual Stocks', 'ETF']",20-40%,3,2. Sell majority of stock and take some time before re-enter,1. Sell everything and gain profit,Short term,True,Don't know,True,"['Telecommunication', 'Retail', 'Semiconductors', 'Luxury goods']",medium
937,46-65,81-100%,40-80k,over 30%,3. As a part of experience :),Very short (1 month),8,"['Individual Stocks', 'Leverage', 'ETF', 'Fund']",>80%,2,"3. Take out 50%, and wait before the rebound","4. Volatility is inevitable, so only sell the least increased assets",Short term,True,Don't know,Don't know,"['Entertainment', 'Energy & Resources', 'Telecommunication', 'Airline']",high
938,23-30,81-100%,10-20k,10-20%,2. Only source of profit,Long (More than 3 years),1,['Fund'],20-40%,4,5. Remain calm and keep the portfolio as is,"4. Volatility is inevitable, so only sell the least increased assets",Long term,False,False,Don't know,"['Luxury goods', 'Retail', 'Franchise', 'Social Media', 'Real Estate', 'Cloud Computing', 'Energy & Resources', 'Semiconductors', 'Traveling', 'Airline', 'Entertainment']",low
939,18-22,81-100%,20-40k,over 30%,1. Stock as a part of portfolio,Long (More than 3 years),5,"['Individual Stocks', 'ETF', 'Leverage']",>80%,10,"3. Take out 50%, and wait before the rebound",5. Keep the portfolio as is,Long term,True,True,False,"['Semiconductors', 'Cloud Computing', 'Franchise', 'Real Estate', 'Airline', 'Retail', 'Luxury goods', 'Entertainment', 'Energy & Resources', 'Traveling', 'Telecommunication', 'Social Media', 'BlockChain']",high
940,>65,0-20%,10-20k,10-20%,1. Stock as a part of portfolio,Short Term (within 3 months),5,"['ETF', 'Fund']",20-40%,9,2. Sell majority of stock and take some time before re-enter,"3. Take out 50%, and wait for further growth",Short term,False,Don't know,True,"['BlockChain', 'Real Estate', 'Traveling', 'Telecommunication', 'Franchise', 'Retail', 'Cloud Computing', 'Airline', 'Social Media', 'Energy & Resources', 'Entertainment', 'Luxury goods']",medium
941,18-22,61-80%,0-10k,0-5%,1. Stock as a part of portfolio,Very short (1 month),6,"['Fund', 'ETF', 'Leverage']",0-10%,1,5. Remain calm and keep the portfolio as is,"4. Volatility is inevitable, so only sell the least increased assets",Long term,False,False,True,"['Entertainment', 'Cloud Computing', 'Telecommunication', 'Traveling', 'Social Media']",low
942,46-65,41-60%,0-10k,0-5%,3. As a part of experience :),Very short (1 month),9,"['ETF', 'Fund', 'Leverage', 'Individual Stocks']",40-80%,10,1. Sell everything and give up,"4. Volatility is inevitable, so only sell the least increased assets",Don't know,False,Don't know,Don't know,"['Airline', 'Luxury goods', 'Energy & Resources', 'Real Estate', 'Entertainment', 'Retail', 'Semiconductors', 'BlockChain', 'Telecommunication', 'Social Media', 'Franchise', 'Traveling']",medium
943,31-45,41-60%,10-20k,0-5%,2. Only source of profit,Short Term (within 3 months),6,"['ETF', 'Fund', 'Leverage']",>80%,9,2. Sell majority of stock and take some time before re-enter,2. Sell majority of stock and take some time before re-enter,Long term,True,True,Don't know,"['BlockChain', 'Airline', 'Retail', 'Social Media', 'Franchise', 'Semiconductors', 'Entertainment', 'Energy & Resources', 'Cloud Computing']",high
944,31-45,21-40%,20-40k,over 30%,1. Stock as a part of portfolio,Regular (6month~1 year),3,"['Leverage', 'Individual Stocks']",10-20%,9,1. Sell everything and give up,2. Sell majority of stock and take some time before re-enter,Long term,Don't know,False,False,"['Entertainment', 'Semiconductors', 'Airline', 'Telecommunication', 'Energy & Resources', 'Cloud Computing', 'Franchise', 'Luxury goods', 'Real Estate', 'Social Media', 'BlockChain']",medium
945,23-30,21-40%,>80k,over 30%,2. Only source of profit,Short Term (within 3 months),1,"['Leverage', 'Individual Stocks']",>80%,8,"3. Take out 50%, and wait before the rebound",2. Sell majority of stock and take some time before re-enter,Don't know,True,True,Don't know,"['Airline', 'Real Estate', 'Cloud Computing', 'Semiconductors', 'BlockChain', 'Telecommunication']",medium
946,31-45,21-40%,10-20k,over 30%,1. Stock as a part of portfolio,Regular (6month~1 year),8,['ETF'],10-20%,4,1. Sell everything and give up,"4. Volatility is inevitable, so only sell the least increased assets",Short term,Don't know,Don't know,True,"['Telecommunication', 'Airline']",medium
947,18-22,61-80%,>80k,over 30%,3. As a part of experience :),Quite Long (1~3 year),1,"['Individual Stocks', 'Leverage', 'Fund']",10-20%,4,"4. Volatility is inevitable, so only sell the weak assets",1. Sell everything and gain profit,Short term,Don't know,Don't know,Don't know,"['BlockChain', 'Semiconductors', 'Retail', 'Energy & Resources', 'Franchise', 'Traveling', 'Telecommunication', 'Entertainment', 'Luxury goods', 'Airline', 'Social Media', 'Real Estate']",medium
948,46-65,21-40%,0-10k,over 30%,2. Only source of profit,Regular (6month~1 year),2,"['ETF', 'Leverage', 'Individual Stocks', 'Fund']",20-40%,7,"3. Take out 50%, and wait before the rebound",2. Sell majority of stock and take some time before re-enter,Don't know,False,False,Don't know,"['Cloud Computing', 'Telecommunication', 'Social Media', 'Semiconductors']",medium
949,31-45,41-60%,20-40k,20-30%,3. As a part of experience :),Quite Long (1~3 year),1,"['Leverage', 'Fund', 'ETF']",40-80%,8,2. Sell majority of stock and take some time before re-enter,"3. Take out 50%, and wait for further growth",Don't know,Don't know,False,True,"['Real Estate', 'Energy & Resources', 'Franchise']",medium
950,>65,0-20%,10-20k,0-5%,1. Stock as a part of portfolio,Short Term (within 3 months),2,"['Leverage', 'ETF', 'Fund']",10-20%,2,"4. Volatility is inevitable, so only sell the weak assets",2. Sell majority of stock and take some time before re-enter,Short term,True,Don't know,False,"['Airline', 'Semiconductors', 'Traveling', 'Cloud Computing', 'Social Media', 'Telecommunication']",medium
951,>65,41-60%,0-10k,0-5%,2. Only source of profit,Long (More than 3 years),5,"['Individual Stocks', 'Leverage']",20-40%,1,"4. Volatility is inevitable, so only sell the weak assets","3. Take out 50%, and wait for further growth",Don't know,Don't know,False,False,"['Retail', 'Airline', 'Semiconductors', 'Cloud Computing', 'Franchise', 'BlockChain', 'Luxury goods', 'Energy & Resources', 'Social Media', 'Entertainment', 'Real Estate', 'Traveling']",medium
952,23-30,61-80%,10-20k,0-5%,3. As a part of experience :),Quite Long (1~3 year),5,"['Individual Stocks', 'Fund', 'ETF', 'Leverage']",0-10%,2,"3. Take out 50%, and wait before the rebound",5. Keep the portfolio as is,Don't know,False,False,True,"['Luxury goods', 'Real Estate', 'Airline', 'Energy & Resources', 'Semiconductors']",low
953,23-30,61-80%,>80k,10-20%,3. As a part of experience :),Quite Long (1~3 year),3,"['Fund', 'Leverage']",10-20%,9,1. Sell everything and give up,"4. Volatility is inevitable, so only sell the least increased assets",Don't know,Don't know,False,False,"['BlockChain', 'Telecommunication', 'Cloud Computing', 'Entertainment', 'Retail', 'Luxury goods']",low
954,18-22,21-40%,0-10k,over 30%,1. Stock as a part of portfolio,Regular (6month~1 year),8,"['Leverage', 'Individual Stocks', 'ETF']",10-20%,6,"4. Volatility is inevitable, so only sell the weak assets","3. Take out 50%, and wait for further growth",Long term,True,True,True,"['Real Estate', 'Luxury goods', 'Traveling', 'Airline', 'Telecommunication', 'Retail', 'Franchise', 'Cloud Computing', 'Social Media']",medium
955,>65,61-80%,20-40k,20-30%,2. Only source of profit,Regular (6month~1 year),10,"['Individual Stocks', 'ETF']",10-20%,9,1. Sell everything and give up,5. Keep the portfolio as is,Long term,True,True,Don't know,"['Semiconductors', 'BlockChain', 'Social Media', 'Energy & Resources', 'Franchise', 'Retail', 'Cloud Computing', 'Entertainment', 'Airline', 'Telecommunication']",high
956,46-65,21-40%,40-80k,0-5%,1. Stock as a part of portfolio,Short Term (within 3 months),3,['Leverage'],20-40%,10,2. Sell majority of stock and take some time before re-enter,5. Keep the portfolio as is,Don't know,True,False,True,"['Telecommunication', 'Semiconductors', 'Entertainment']",medium
957,31-45,0-20%,20-40k,10-20%,1. Stock as a part of portfolio,Regular (6month~1 year),10,"['Fund', 'Leverage', 'Individual Stocks']",20-40%,2,1. Sell everything and give up,"3. Take out 50%, and wait for further growth",Long term,False,True,True,"['Energy & Resources', 'Retail', 'Semiconductors', 'Entertainment', 'Social Media', 'Luxury goods', 'Telecommunication', 'Airline', 'Real Estate', 'Franchise', 'BlockChain', 'Traveling', 'Cloud Computing']",medium
